DRUG,CID,TAD,TIME,DV,LESIONNAME,LESIONGROUP,SET
TBAJ-876,38,24,334.75,2.02,Cellular,Cellular,Other
TBAJ-876,38,24,334.75,0.385,Caseum,Caseum,Other
TBAJ-876,38,24,334.75,0.468,Cavity Caseum,Cavity,Other
TBAJ-876,38,24,334.75,2.18,Uninvolved Lung-1,Lung,Other
TBAJ-876,38,24,334.75,2.31,Uninvolved Lung-2,Lung,Other
TBAJ-876,38,24,334.75,1.84,Uninvolved Lung-1,Lung,Other
TBAJ-876,38,24,334.75,1.96,Uninvolved Lung-2,Lung,Other
TBAJ-876,39,24,333.8,0.0139,Inner Caseum-1,Caseum,Other
TBAJ-876,39,24,333.8,0.0335,Inner Caseum-2,Caseum,Other
TBAJ-876,39,24,333.8,0.142,Inner Caseum-3,Caseum,Other
TBAJ-876,39,24,333.8,0.461,Whole Caseum,Caseum,Other
TBAJ-876,39,24,333.8,0.945,Outer Caseum,Caseum,Other
TBAJ-876,39,24,333.8,4.42,Cellular,Cellular,Other
TBAJ-876,39,24,333.8,8.42,Uninvolved Lung-1,Lung,Other
TBAJ-876,39,24,333.8,8.29,Uninvolved Lung-2,Lung,Other
TBAJ-876,39,24,333.8,9.36,Uninvolved Lung-1,Lung,Other
TBAJ-876,39,24,333.8,8.67,Uninvolved Lung-2,Lung,Other
TBAJ-876,40,24,669.8333333,0.0175,Inner Caseum-1,Caseum,Other
TBAJ-876,40,24,669.8333333,0.674,Inner Caseum-2,Caseum,Other
TBAJ-876,40,24,669.8333333,0.52,Inner Caseum-3,Caseum,Other
TBAJ-876,40,24,669.8333333,0.97,Whole Caseum,Caseum,Other
TBAJ-876,40,24,669.8333333,0.853,Outer Caseum,Caseum,Other
TBAJ-876,40,24,669.8333333,1.68,Cellular,Cellular,Other
TBAJ-876,40,24,669.8333333,0.045,Inner Caseum-1,Caseum,Other
TBAJ-876,40,24,669.8333333,0.185,Inner Caseum-2,Caseum,Other
TBAJ-876,40,24,669.8333333,0.304,Inner Caseum-3,Caseum,Other
TBAJ-876,40,24,669.8333333,0.978,Whole Caseum,Caseum,Other
TBAJ-876,40,24,669.8333333,0.875,Outer Caseum,Caseum,Other
TBAJ-876,40,24,669.8333333,2.19,Cellular,Cellular,Other
TBAJ-876,40,24,669.8333333,0.0966,Inner Caseum-1,Caseum,Other
TBAJ-876,40,24,669.8333333,0.056,Inner Caseum-2,Caseum,Other
TBAJ-876,40,24,669.8333333,0.0346,Inner Caseum-3,Caseum,Other
TBAJ-876,40,24,669.8333333,0.178,Whole Caseum,Caseum,Other
TBAJ-876,40,24,669.8333333,0.287,Outer Caseum,Caseum,Other
TBAJ-876,40,24,669.8333333,3.07,Cellular,Cellular,Other
TBAJ-876,40,24,669.8333333,3.5,Uninvolved Lung-1,Lung,Other
TBAJ-876,40,24,669.8333333,3.98,Uninvolved Lung-2,Lung,Other
TBAJ-876,40,24,669.8333333,5.21,Uninvolved Lung-1,Lung,Other
TBAJ-876,40,24,669.8333333,4.19,Uninvolved Lung-2,Lung,Other
TBAJ-876,41,24,669.0833333,0.171,Inner Caseum-1,Caseum,Other
TBAJ-876,41,24,669.0833333,0.344,Inner Caseum-2,Caseum,Other
TBAJ-876,41,24,669.0833333,0.364,Inner Caseum-3,Caseum,Other
TBAJ-876,41,24,669.0833333,1.12,Whole Caseum,Caseum,Other
TBAJ-876,41,24,669.0833333,1.44,Outer Caseum,Caseum,Other
TBAJ-876,41,24,669.0833333,1.72,Cellular,Cellular,Other
TBAJ-876,41,24,669.0833333,0.0703,Inner Caseum-1,Caseum,Other
TBAJ-876,41,24,669.0833333,0.131,Inner Caseum-2,Caseum,Other
TBAJ-876,41,24,669.0833333,3.12,Inner Caseum-3,Caseum,Other
TBAJ-876,41,24,669.0833333,0.712,Whole Caseum,Caseum,Other
TBAJ-876,41,24,669.0833333,0.7,Outer Caseum,Caseum,Other
TBAJ-876,41,24,669.0833333,7.13,Cellular,Cellular,Other
TBAJ-876,41,24,669.0833333,9.18,Uninvolved Lung-1,Lung,Other
TBAJ-876,41,24,669.0833333,9.44,Uninvolved Lung-2,Lung,Other
TBAJ-876,41,24,669.0833333,5.76,Uninvolved Lung-1,Lung,Other
TBAJ-876,41,24,669.0833333,6.64,Uninvolved Lung-2,Lung,Other
TBAJ-876,42,24,334.25,0.0258,Inner Caseum-1,Caseum,Other
TBAJ-876,42,24,334.25,0.0354,Inner Caseum-2,Caseum,Other
TBAJ-876,42,24,334.25,0.334,Inner Caseum-3,Caseum,Other
TBAJ-876,42,24,334.25,1.28,Whole Caseum,Caseum,Other
TBAJ-876,42,24,334.25,1.65,Outer Caseum,Caseum,Other
TBAJ-876,42,24,334.25,4.37,Cellular,Cellular,Other
TBAJ-876,42,24,334.25,1.87,Uninvolved Lung,Lung,Other
TBAJ-876,42,24,334.25,1.74,Whole Caseum,Caseum,Other
TBAJ-876,42,24,334.25,3.49,Uninvolved Lung-1,Lung,Other
TBAJ-876,42,24,334.25,2.89,Uninvolved Lung-2,Lung,Other
TBAJ-876,42,24,334.25,3.79,Uninvolved Lung-1,Lung,Other
TBAJ-876,42,24,334.25,3.39,Uninvolved Lung-2,Lung,Other
TBAJ-876,19,6,54,22.5,cellular,Cellular,Other
TBAJ-876,19,6,54,19.6,cellular,Cellular,Other
TBAJ-876,19,6,54,28.1,cellular,Cellular,Other
TBAJ-876,19,6,54,32.4,cellular,Cellular,Other
TBAJ-876,19,6,54,26.3,cellular,Cellular,Other
TBAJ-876,19,6,54,37.5,cellular,Cellular,Other
TBAJ-876,19,6,54,46.3,cellular,Cellular,Other
TBAJ-876,19,6,54,42.6,cellular,Cellular,Other
TBAJ-876,19,6,54,30,cellular,Cellular,Other
TBAJ-876,20,6,54,14.8,cellular,Cellular,Other
TBAJ-876,20,6,54,13.9,cellular,Cellular,Other
TBAJ-876,20,6,54,14.5,cellular,Cellular,Other
TBAJ-876,20,6,54,17.2,cellular,Cellular,Other
TBAJ-876,20,6,54,19,cellular,Cellular,Other
TBAJ-876,20,6,54,11.3,cellular,Cellular,Other
TBAJ-876,20,6,54,23.6,cellular,Cellular,Other
TBAJ-876,20,6,54,15,cellular,Cellular,Other
TBAJ-876,20,6,54,24.6,cellular,Cellular,Other
TBAJ-876,20,6,54,18.7,cellular,Cellular,Other
TBAJ-876,20,6,54,23,cellular,Cellular,Other
TBAJ-876,20,6,54,21.9,cellular,Cellular,Other
TBAJ-876,20,6,54,9.74,cellular,Cellular,Other
TBAJ-876,20,6,54,11.1,cellular,Cellular,Other
TBAJ-876,21,6,54,39.4,cellular,Cellular,Other
TBAJ-876,21,6,54,47.2,cellular,Cellular,Other
TBAJ-876,21,6,54,30.9,cellular,Cellular,Other
TBAJ-876,21,6,54,35.7,cellular,Cellular,Other
TBAJ-876,21,6,54,48.2,cellular,Cellular,Other
TBAJ-876,21,6,54,52.2,cellular,Cellular,Other
TBAJ-876,21,6,54,42.8,cellular,Cellular,Other
TBAJ-876,21,6,54,35,cellular,Cellular,Other
TBAJ-876,21,6,54,31.4,cellular,Cellular,Other
TBAJ-876,21,6,54,44.9,cellular,Cellular,Other
TBAJ-876,21,6,54,38.4,cellular,Cellular,Other
TBAJ-876,21,6,54,36.6,cellular,Cellular,Other
TBAJ-876,21,6,54,33.4,cellular,Cellular,Other
TBAJ-876,21,6,54,42.5,cellular,Cellular,Other
TBAJ-876,22,6,54,35.7,cellular,Cellular,Other
TBAJ-876,22,6,54,26.6,cellular,Cellular,Other
TBAJ-876,22,6,54,25.3,cellular,Cellular,Other
TBAJ-876,22,6,54,36.6,cellular,Cellular,Other
TBAJ-876,22,6,54,36.8,cellular,Cellular,Other
TBAJ-876,22,6,54,29,cellular,Cellular,Other
TBAJ-876,22,6,54,27.1,cellular,Cellular,Other
TBAJ-876,22,6,54,35,cellular,Cellular,Other
TBAJ-876,22,6,54,38.1,cellular,Cellular,Other
TBAJ-876,22,6,54,26,cellular,Cellular,Other
TBAJ-876,22,6,54,25,cellular,Cellular,Other
TBAJ-876,22,6,54,28.2,cellular,Cellular,Other
TBAJ-876,22,6,54,34.2,cellular,Cellular,Other
TBAJ-876,23,6,54,20.3,cellular,Cellular,Other
TBAJ-876,23,6,54,26.2,cellular,Cellular,Other
TBAJ-876,23,6,54,33.7,cellular,Cellular,Other
TBAJ-876,23,6,54,31.9,cellular,Cellular,Other
TBAJ-876,23,6,54,35.5,cellular,Cellular,Other
TBAJ-876,23,6,54,36.7,cellular,Cellular,Other
TBAJ-876,23,6,54,26.3,cellular,Cellular,Other
TBAJ-876,23,6,54,15.2,cellular,Cellular,Other
TBAJ-876,23,6,54,30.2,cellular,Cellular,Other
TBAJ-876,23,6,54,26.2,cellular,Cellular,Other
TBAJ-876,23,6,54,31,cellular,Cellular,Other
TBAJ-876,23,6,54,30.7,cellular,Cellular,Other
TBAJ-876,12,24,48,11,cellular,Cellular,Other
TBAJ-876,12,24,48,11.8,cellular,Cellular,Other
TBAJ-876,12,24,48,10.4,cellular,Cellular,Other
TBAJ-876,12,24,48,10.8,cellular,Cellular,Other
TBAJ-876,12,24,48,9.25,cellular,Cellular,Other
TBAJ-876,12,24,48,15.3,cellular,Cellular,Other
TBAJ-876,12,24,48,9.04,cellular,Cellular,Other
TBAJ-876,12,24,48,13.9,cellular,Cellular,Other
TBAJ-876,12,24,48,16.1,cellular,Cellular,Other
TBAJ-876,12,24,48,11.6,cellular,Cellular,Other
TBAJ-876,12,24,48,14.5,cellular,Cellular,Other
TBAJ-876,12,24,48,9.04,cellular,Cellular,Other
TBAJ-876,12,24,48,12,cellular,Cellular,Other
TBAJ-876,12,24,48,11.7,cellular,Cellular,Other
TBAJ-876,13,24,48,14,cellular,Cellular,Other
TBAJ-876,13,24,48,10.8,cellular,Cellular,Other
TBAJ-876,13,24,48,13.1,cellular,Cellular,Other
TBAJ-876,13,24,48,23.1,cellular,Cellular,Other
TBAJ-876,13,24,48,21.9,cellular,Cellular,Other
TBAJ-876,13,24,48,15.8,cellular,Cellular,Other
TBAJ-876,13,24,48,16.4,cellular,Cellular,Other
TBAJ-876,13,24,48,16.4,cellular,Cellular,Other
TBAJ-876,14,24,72,21.1,cellular,Cellular,Other
TBAJ-876,14,24,72,15.2,cellular,Cellular,Other
TBAJ-876,14,24,72,46,cellular,Cellular,Other
TBAJ-876,14,24,72,34,cellular,Cellular,Other
TBAJ-876,14,24,72,25.8,cellular,Cellular,Other
TBAJ-876,14,24,72,24.5,cellular,Cellular,Other
TBAJ-876,14,24,72,35.7,cellular,Cellular,Other
TBAJ-876,14,24,72,22.8,cellular,Cellular,Other
TBAJ-876,14,24,72,39.8,cellular,Cellular,Other
TBAJ-876,14,24,72,18.2,cellular,Cellular,Other
TBAJ-876,14,24,72,17,cellular,Cellular,Other
TBAJ-876,14,24,72,18.6,cellular,Cellular,Other
TBAJ-876,14,24,72,35.2,cellular,Cellular,Other
TBAJ-876,14,24,72,48.2,cellular,Cellular,Other
TBAJ-876,15,24,72,12.9,cellular,Cellular,Other
TBAJ-876,15,24,72,12.8,cellular,Cellular,Other
TBAJ-876,15,24,72,11.3,cellular,Cellular,Other
TBAJ-876,15,24,72,19.9,cellular,Cellular,Other
TBAJ-876,15,24,72,13.4,cellular,Cellular,Other
TBAJ-876,15,24,72,15.9,cellular,Cellular,Other
TBAJ-876,15,24,72,18.5,cellular,Cellular,Other
TBAJ-876,15,24,72,16.5,cellular,Cellular,Other
TBAJ-876,15,24,72,17.2,cellular,Cellular,Other
TBAJ-876,15,24,72,14.2,cellular,Cellular,Other
TBAJ-876,15,24,72,11.6,cellular,Cellular,Other
TBAJ-876,15,24,72,14.5,cellular,Cellular,Other
TBAJ-876,15,24,72,19.3,cellular,Cellular,Other
TBAJ-876,15,24,72,19.7,cellular,Cellular,Other
TBAJ-876,24,48,96,9.3,cellular,Cellular,Other
TBAJ-876,24,48,96,5.88,cellular,Cellular,Other
TBAJ-876,24,48,96,16,cellular,Cellular,Other
TBAJ-876,24,48,96,18.4,cellular,Cellular,Other
TBAJ-876,24,48,96,5.08,cellular,Cellular,Other
TBAJ-876,25,48,96,5.63,cellular,Cellular,Other
TBAJ-876,25,48,96,5.22,cellular,Cellular,Other
TBAJ-876,25,48,96,3.31,cellular,Cellular,Other
TBAJ-876,25,48,96,8.25,cellular,Cellular,Other
TBAJ-876,25,48,96,7.11,cellular,Cellular,Other
TBAJ-876,25,48,96,10.3,cellular,Cellular,Other
TBAJ-876,25,48,96,7.59,cellular,Cellular,Other
TBAJ-876,25,48,96,5.92,cellular,Cellular,Other
TBAJ-876,25,48,96,7.26,cellular,Cellular,Other
TBAJ-876,25,48,96,7.23,cellular,Cellular,Other
TBAJ-876,25,48,96,8.38,cellular,Cellular,Other
TBAJ-876,18,48,96,17.1,cellular,Cellular,Other
TBAJ-876,18,48,96,8.44,cellular,Cellular,Other
TBAJ-876,18,48,96,15.5,cellular,Cellular,Other
TBAJ-876,18,48,96,20.5,cellular,Cellular,Other
TBAJ-876,18,48,96,15.4,cellular,Cellular,Other
TBAJ-876,18,48,96,15.2,cellular,Cellular,Other
TBAJ-876,18,48,96,14.9,cellular,Cellular,Other
TBAJ-876,18,48,96,16.6,cellular,Cellular,Other
TBAJ-876,18,48,96,21.2,cellular,Cellular,Other
TBAJ-876,18,48,96,19.7,cellular,Cellular,Other
TBAJ-876,18,48,96,17.7,cellular,Cellular,Other
TBAJ-876,16,72,120,1.84,cellular,Cellular,Other
TBAJ-876,16,72,120,3.22,cellular,Cellular,Other
TBAJ-876,16,72,120,2.81,cellular,Cellular,Other
TBAJ-876,16,72,120,2.5,cellular,Cellular,Other
TBAJ-876,16,72,120,2.21,cellular,Cellular,Other
TBAJ-876,16,72,120,2.35,cellular,Cellular,Other
TBAJ-876,16,72,120,2.59,cellular,Cellular,Other
TBAJ-876,16,72,120,2.26,cellular,Cellular,Other
TBAJ-876,16,72,120,1.91,cellular,Cellular,Other
TBAJ-876,16,72,120,2.15,cellular,Cellular,Other
TBAJ-876,16,72,120,2.18,cellular,Cellular,Other
TBAJ-876,16,72,120,1.91,cellular,Cellular,Other
TBAJ-876,16,72,120,1.85,cellular,Cellular,Other
TBAJ-876,16,72,120,1.64,cellular,Cellular,Other
TBAJ-876,17,72,120,3.05,cellular,Cellular,Other
TBAJ-876,17,72,120,3.64,cellular,Cellular,Other
TBAJ-876,17,72,120,4.16,cellular,Cellular,Other
TBAJ-876,17,72,120,4.32,cellular,Cellular,Other
TBAJ-876,17,72,120,4.17,cellular,Cellular,Other
TBAJ-876,17,72,120,5.07,cellular,Cellular,Other
TBAJ-876,17,72,120,3.99,cellular,Cellular,Other
TBAJ-876,17,72,120,4.45,cellular,Cellular,Other
TBAJ-876,17,72,120,3.58,cellular,Cellular,Other
TBAJ-876,17,72,120,3.94,cellular,Cellular,Other
TBAJ-876,17,72,120,5.43,cellular,Cellular,Other
TBAJ-876,17,72,120,4.07,cellular,Cellular,Other
TBAJ-876,17,72,120,4.42,cellular,Cellular,Other
TBAJ-876,17,72,120,3.99,cellular,Cellular,Other
TBAJ-876,19,6,54,20,normal,Lung,Other
TBAJ-876,19,6,54,23.5,normal,Lung,Other
TBAJ-876,19,6,54,29,normal,Lung,Other
TBAJ-876,19,6,54,50.6,normal,Lung,Other
TBAJ-876,19,6,54,30.6,normal,Lung,Other
TBAJ-876,19,6,54,24.2,normal,Lung,Other
TBAJ-876,20,6,54,12,normal,Lung,Other
TBAJ-876,20,6,54,17.8,normal,Lung,Other
TBAJ-876,20,6,54,17.4,normal,Lung,Other
TBAJ-876,20,6,54,17,normal,Lung,Other
TBAJ-876,20,6,54,19.3,normal,Lung,Other
TBAJ-876,20,6,54,13.6,normal,Lung,Other
TBAJ-876,21,6,54,14.1,normal,Lung,Other
TBAJ-876,21,6,54,32.7,normal,Lung,Other
TBAJ-876,21,6,54,26.5,normal,Lung,Other
TBAJ-876,21,6,54,37,normal,Lung,Other
TBAJ-876,21,6,54,35.5,normal,Lung,Other
TBAJ-876,21,6,54,9.7,normal,Lung,Other
TBAJ-876,22,6,54,15.2,normal,Lung,Other
TBAJ-876,22,6,54,41,normal,Lung,Other
TBAJ-876,22,6,54,22.4,normal,Lung,Other
TBAJ-876,22,6,54,47,normal,Lung,Other
TBAJ-876,22,6,54,15.9,normal,Lung,Other
TBAJ-876,22,6,54,10.2,normal,Lung,Other
TBAJ-876,23,6,54,17.6,normal,Lung,Other
TBAJ-876,23,6,54,42.1,normal,Lung,Other
TBAJ-876,23,6,54,19.8,normal,Lung,Other
TBAJ-876,23,6,54,52.2,normal,Lung,Other
TBAJ-876,23,6,54,24.3,normal,Lung,Other
TBAJ-876,23,6,54,13.4,normal,Lung,Other
TBAJ-876,12,24,48,4.04,normal,Lung,Other
TBAJ-876,12,24,48,11.9,normal,Lung,Other
TBAJ-876,12,24,48,6.83,normal,Lung,Other
TBAJ-876,12,24,48,20.3,normal,Lung,Other
TBAJ-876,12,24,48,5.73,normal,Lung,Other
TBAJ-876,12,24,48,4.85,normal,Lung,Other
TBAJ-876,13,24,48,7.13,normal,Lung,Other
TBAJ-876,13,24,48,9.8,normal,Lung,Other
TBAJ-876,13,24,48,5.58,normal,Lung,Other
TBAJ-876,13,24,48,14.6,normal,Lung,Other
TBAJ-876,13,24,48,7.95,normal,Lung,Other
TBAJ-876,13,24,48,6.6,normal,Lung,Other
TBAJ-876,14,24,72,6.24,normal,Lung,Other
TBAJ-876,14,24,72,20.8,normal,Lung,Other
TBAJ-876,14,24,72,8.88,normal,Lung,Other
TBAJ-876,14,24,72,17.8,normal,Lung,Other
TBAJ-876,14,24,72,8.24,normal,Lung,Other
TBAJ-876,14,24,72,7.97,normal,Lung,Other
TBAJ-876,15,24,72,6.15,normal,Lung,Other
TBAJ-876,15,24,72,13.9,normal,Lung,Other
TBAJ-876,15,24,72,8.4,normal,Lung,Other
TBAJ-876,15,24,72,10.7,normal,Lung,Other
TBAJ-876,15,24,72,10.2,normal,Lung,Other
TBAJ-876,15,24,72,10.4,normal,Lung,Other
TBAJ-876,24,48,96,3.73,normal,Lung,Other
TBAJ-876,24,48,96,5.8,normal,Lung,Other
TBAJ-876,24,48,96,5.1,normal,Lung,Other
TBAJ-876,24,48,96,6.88,normal,Lung,Other
TBAJ-876,24,48,96,5.48,normal,Lung,Other
TBAJ-876,24,48,96,3.24,normal,Lung,Other
TBAJ-876,25,48,96,3.09,normal,Lung,Other
TBAJ-876,25,48,96,3.83,normal,Lung,Other
TBAJ-876,25,48,96,3.93,normal,Lung,Other
TBAJ-876,25,48,96,6.85,normal,Lung,Other
TBAJ-876,25,48,96,6.63,normal,Lung,Other
TBAJ-876,25,48,96,3.1,normal,Lung,Other
TBAJ-876,18,48,96,5.2,normal,Lung,Other
TBAJ-876,18,48,96,10.9,normal,Lung,Other
TBAJ-876,18,48,96,3.94,normal,Lung,Other
TBAJ-876,18,48,96,6.29,normal,Lung,Other
TBAJ-876,18,48,96,11.3,normal,Lung,Other
TBAJ-876,18,48,96,4.28,normal,Lung,Other
TBAJ-876,16,72,120,1.07,normal,Lung,Other
TBAJ-876,16,72,120,1.6,normal,Lung,Other
TBAJ-876,16,72,120,1.1,normal,Lung,Other
TBAJ-876,16,72,120,2.58,normal,Lung,Other
TBAJ-876,16,72,120,2.14,normal,Lung,Other
TBAJ-876,16,72,120,0.915,normal,Lung,Other
TBAJ-876,17,72,120,2.72,normal,Lung,Other
TBAJ-876,17,72,120,4.04,normal,Lung,Other
TBAJ-876,17,72,120,3.14,normal,Lung,Other
TBAJ-876,17,72,120,4.75,normal,Lung,Other
TBAJ-876,17,72,120,3.97,normal,Lung,Other
TBAJ-876,17,72,120,3.28,normal,Lung,Other
TBAJ-876,26,24,336,1.75,cellular,Cellular,Other
TBAJ-876,26,24,336,1.42,cellular,Cellular,Other
TBAJ-876,26,24,336,1.04,cellular,Cellular,Other
TBAJ-876,26,24,336,0.853,cellular,Cellular,Other
TBAJ-876,26,24,336,1.49,cellular,Cellular,Other
TBAJ-876,26,24,336,1.53,cellular,Cellular,Other
TBAJ-876,26,24,336,1.31,cellular,Cellular,Other
TBAJ-876,26,24,336,0.796,cellular,Cellular,Other
TBAJ-876,26,24,336,2.18,cellular,Cellular,Other
TBAJ-876,26,24,336,1.37,cellular,Cellular,Other
TBAJ-876,26,24,336,1.21,cellular,Cellular,Other
TBAJ-876,26,24,336,1.1,cellular,Cellular,Other
TBAJ-876,26,24,336,0.763,cellular,Cellular,Other
TBAJ-876,26,24,336,1.56,cellular,Cellular,Other
TBAJ-876,27,24,336,1.8,cellular,Cellular,Other
TBAJ-876,27,24,336,2.48,cellular,Cellular,Other
TBAJ-876,27,24,336,3.58,cellular,Cellular,Other
TBAJ-876,27,24,336,3.07,cellular,Cellular,Other
TBAJ-876,27,24,336,3.1,cellular,Cellular,Other
TBAJ-876,27,24,336,2.92,cellular,Cellular,Other
TBAJ-876,27,24,336,2.67,cellular,Cellular,Other
TBAJ-876,27,24,336,3.12,cellular,Cellular,Other
TBAJ-876,30,24,336,2.28,cellular,Cellular,Other
TBAJ-876,30,24,336,1.91,cellular,Cellular,Other
TBAJ-876,30,24,336,0.894,cellular,Cellular,Other
TBAJ-876,30,24,336,1.77,cellular,Cellular,Other
TBAJ-876,30,24,336,2.12,cellular,Cellular,Other
TBAJ-876,30,24,336,1.89,cellular,Cellular,Other
TBAJ-876,30,24,336,1.86,cellular,Cellular,Other
TBAJ-876,30,24,336,1.79,cellular,Cellular,Other
TBAJ-876,30,24,336,1.34,cellular,Cellular,Other
TBAJ-876,30,24,336,1.34,cellular,Cellular,Other
TBAJ-876,30,24,336,1.06,cellular,Cellular,Other
TBAJ-876,28,24,672,0.78,cellular,Cellular,Other
TBAJ-876,28,24,672,1.21,cellular,Cellular,Other
TBAJ-876,28,24,672,0.819,cellular,Cellular,Other
TBAJ-876,28,24,672,1.62,cellular,Cellular,Other
TBAJ-876,28,24,672,0.384,cellular,Cellular,Other
TBAJ-876,28,24,672,1.41,cellular,Cellular,Other
TBAJ-876,28,24,672,1.07,cellular,Cellular,Other
TBAJ-876,28,24,672,0.864,cellular,Cellular,Other
TBAJ-876,28,24,672,0.713,cellular,Cellular,Other
TBAJ-876,29,24,672,0.64,cellular,Cellular,Other
TBAJ-876,29,24,672,0.571,cellular,Cellular,Other
TBAJ-876,29,24,672,0.887,cellular,Cellular,Other
TBAJ-876,29,24,672,0.701,cellular,Cellular,Other
TBAJ-876,29,24,672,1.09,cellular,Cellular,Other
TBAJ-876,29,24,672,1.48,cellular,Cellular,Other
TBAJ-876,29,24,672,1.07,cellular,Cellular,Other
TBAJ-876,29,24,672,0.94,cellular,Cellular,Other
TBAJ-876,29,24,672,0.859,cellular,Cellular,Other
TBAJ-876,29,24,672,0.854,cellular,Cellular,Other
TBAJ-876,29,24,672,1.19,cellular,Cellular,Other
TBAJ-876,29,24,672,0.543,cellular,Cellular,Other
TBAJ-876,29,24,672,0.719,cellular,Cellular,Other
TBAJ-876,29,24,672,0.636,cellular,Cellular,Other
TBAJ-876,34,24,672,1.3,cellular,Cellular,Other
TBAJ-876,34,24,672,1.78,cellular,Cellular,Other
TBAJ-876,34,24,672,1.82,cellular,Cellular,Other
TBAJ-876,34,24,672,1.15,cellular,Cellular,Other
TBAJ-876,34,24,672,1.22,cellular,Cellular,Other
TBAJ-876,34,24,672,2.26,cellular,Cellular,Other
TBAJ-876,34,24,672,1.63,cellular,Cellular,Other
TBAJ-876,34,24,672,1.72,cellular,Cellular,Other
TBAJ-876,31,24,336,0.99,cellular,Cellular,Other
TBAJ-876,31,24,336,1.15,cellular,Cellular,Other
TBAJ-876,31,24,336,0.885,cellular,Cellular,Other
TBAJ-876,31,24,336,1.07,cellular,Cellular,Other
TBAJ-876,31,24,336,2.05,cellular,Cellular,Other
TBAJ-876,31,24,336,0.692,cellular,Cellular,Other
TBAJ-876,31,24,336,1.42,cellular,Cellular,Other
TBAJ-876,31,24,336,1.02,cellular,Cellular,Other
TBAJ-876,32,24,336,0.487,cellular,Cellular,Other
TBAJ-876,32,24,336,0.405,cellular,Cellular,Other
TBAJ-876,32,24,336,0.63,cellular,Cellular,Other
TBAJ-876,32,24,336,0.531,cellular,Cellular,Other
TBAJ-876,32,24,336,0.939,cellular,Cellular,Other
TBAJ-876,32,24,336,0.742,cellular,Cellular,Other
TBAJ-876,32,24,336,1.2,cellular,Cellular,Other
TBAJ-876,32,24,336,0.905,cellular,Cellular,Other
TBAJ-876,32,24,336,0.536,cellular,Cellular,Other
TBAJ-876,32,24,336,0.558,cellular,Cellular,Other
TBAJ-876,32,24,336,0.407,cellular,Cellular,Other
TBAJ-876,32,24,336,0.514,cellular,Cellular,Other
TBAJ-876,32,24,336,0.748,cellular,Cellular,Other
TBAJ-876,32,24,336,0.554,cellular,Cellular,Other
TBAJ-876,33,24,336,5.3,cellular,Cellular,Other
TBAJ-876,33,24,336,3.25,cellular,Cellular,Other
TBAJ-876,33,24,336,2.47,cellular,Cellular,Other
TBAJ-876,33,24,336,2.09,cellular,Cellular,Other
TBAJ-876,33,24,336,3.77,cellular,Cellular,Other
TBAJ-876,33,24,336,4.76,cellular,Cellular,Other
TBAJ-876,33,24,336,3.39,cellular,Cellular,Other
TBAJ-876,33,24,336,3.85,cellular,Cellular,Other
TBAJ-876,33,24,336,4.13,cellular,Cellular,Other
TBAJ-876,33,24,336,2.63,cellular,Cellular,Other
TBAJ-876,33,24,336,2.33,cellular,Cellular,Other
TBAJ-876,33,24,336,5.25,cellular,Cellular,Other
TBAJ-876,33,24,336,2.95,cellular,Cellular,Other
TBAJ-876,33,24,336,3.7,cellular,Cellular,Other
TBAJ-876,35,24,672,1.96,cellular,Cellular,Other
TBAJ-876,35,24,672,2.67,cellular,Cellular,Other
TBAJ-876,35,24,672,1.8,cellular,Cellular,Other
TBAJ-876,35,24,672,1.47,cellular,Cellular,Other
TBAJ-876,35,24,672,1.29,cellular,Cellular,Other
TBAJ-876,35,24,672,3.25,cellular,Cellular,Other
TBAJ-876,35,24,672,3.8,cellular,Cellular,Other
TBAJ-876,35,24,672,2.71,cellular,Cellular,Other
TBAJ-876,35,24,672,2.63,cellular,Cellular,Other
TBAJ-876,35,24,672,2.17,cellular,Cellular,Other
TBAJ-876,35,24,672,2.11,cellular,Cellular,Other
TBAJ-876,35,24,672,1.85,cellular,Cellular,Other
TBAJ-876,36,24,672,1.74,cellular,Cellular,Other
TBAJ-876,36,24,672,2.27,cellular,Cellular,Other
TBAJ-876,36,24,672,2.42,cellular,Cellular,Other
TBAJ-876,36,24,672,2.29,cellular,Cellular,Other
TBAJ-876,36,24,672,1.85,cellular,Cellular,Other
TBAJ-876,36,24,672,2.57,cellular,Cellular,Other
TBAJ-876,36,24,672,2.96,cellular,Cellular,Other
TBAJ-876,36,24,672,2.74,cellular,Cellular,Other
TBAJ-876,36,24,672,2.01,cellular,Cellular,Other
TBAJ-876,36,24,672,2.11,cellular,Cellular,Other
TBAJ-876,36,24,672,2.06,cellular,Cellular,Other
TBAJ-876,36,24,672,2.13,cellular,Cellular,Other
TBAJ-876,36,24,672,2.19,cellular,Cellular,Other
TBAJ-876,36,24,672,0.617,cellular,Cellular,Other
TBAJ-876,36,24,672,2,cellular,Cellular,Other
TBAJ-876,37,24,672,2.35,cellular,Cellular,Other
TBAJ-876,37,24,672,2.83,cellular,Cellular,Other
TBAJ-876,37,24,672,1.73,cellular,Cellular,Other
TBAJ-876,37,24,672,2.22,cellular,Cellular,Other
TBAJ-876,37,24,672,3.08,cellular,Cellular,Other
TBAJ-876,26,24,336,0.49,normal,Lung,Other
TBAJ-876,26,24,336,1.05,normal,Lung,Other
TBAJ-876,26,24,336,0.591,normal,Lung,Other
TBAJ-876,26,24,336,1.16,normal,Lung,Other
