DRUG,CID,TAD,TIME,DV,LESIONNAME,LESIONGROUP,SET
CFZ,7,0,0,0,Plasma,Plasma,Validation
CFZ,7,0.5,0.5,0,Plasma,Plasma,Validation
CFZ,7,1,1,0.00143,Plasma,Plasma,Validation
CFZ,7,3,3,0.0482,Plasma,Plasma,Validation
CFZ,7,5,5,0.0974,Plasma,Plasma,Validation
CFZ,7,7,7,0.116,Plasma,Plasma,Validation
CFZ,7,0,48,0.107,Plasma,Plasma,Validation
CFZ,7,0.5,48.5,0.0911,Plasma,Plasma,Validation
CFZ,7,1,49,0.0895,Plasma,Plasma,Validation
CFZ,7,3,51,0.132,Plasma,Plasma,Validation
CFZ,7,5,53,0.283,Plasma,Plasma,Validation
CFZ,7,7,55,0.273,Plasma,Plasma,Validation
CFZ,8,0,0,0,Plasma,Plasma,Validation
CFZ,8,0.5,0.5,0,Plasma,Plasma,Validation
CFZ,8,1,1,0.0015,Plasma,Plasma,Validation
CFZ,8,3,3,0.0386,Plasma,Plasma,Validation
CFZ,8,5,5,0.104,Plasma,Plasma,Validation
CFZ,8,7,7,0.137,Plasma,Plasma,Validation
CFZ,8,0,48,0.137,Plasma,Plasma,Validation
CFZ,8,0.5,48.5,0.116,Plasma,Plasma,Validation
CFZ,8,1,49,0.12,Plasma,Plasma,Validation
CFZ,8,3,51,0.166,Plasma,Plasma,Validation
CFZ,8,5,53,0.194,Plasma,Plasma,Validation
CFZ,8,7,55,0.261,Plasma,Plasma,Validation
CFZ,9,0,0,0,Plasma,Plasma,Validation
CFZ,9,0.5,0.5,0,Plasma,Plasma,Validation
CFZ,9,1,1,0,Plasma,Plasma,Validation
CFZ,9,3,3,0.00397,Plasma,Plasma,Validation
CFZ,9,5,5,0.0776,Plasma,Plasma,Validation
CFZ,9,7,7,0.122,Plasma,Plasma,Validation
CFZ,9,0,48,0.0605,Plasma,Plasma,Validation
CFZ,9,0.5,48.5,0.0594,Plasma,Plasma,Validation
CFZ,9,1,49,0.0658,Plasma,Plasma,Validation
CFZ,9,3,51,0.219,Plasma,Plasma,Validation
CFZ,9,5,53,0.33,Plasma,Plasma,Validation
CFZ,9,7,55,0.34,Plasma,Plasma,Validation
CFZ,9,24,72,0.0815,Plasma,Plasma,Validation
CFZ,9,48,96,0.0347,Plasma,Plasma,Validation
CFZ,10,0,0,0,Plasma,Plasma,Validation
CFZ,10,0.5,0.5,0,Plasma,Plasma,Validation
CFZ,10,1,1,0.00204,Plasma,Plasma,Validation
CFZ,10,3,3,0.0495,Plasma,Plasma,Validation
CFZ,10,5,5,0.137,Plasma,Plasma,Validation
CFZ,10,7,7,0.194,Plasma,Plasma,Validation
CFZ,10,0,48,0.107,Plasma,Plasma,Validation
CFZ,10,0.5,48.5,0.1,Plasma,Plasma,Validation
CFZ,10,1,49,0.114,Plasma,Plasma,Validation
CFZ,10,3,51,0.333,Plasma,Plasma,Validation
CFZ,10,5,53,0.519,Plasma,Plasma,Validation
CFZ,10,7,55,0.463,Plasma,Plasma,Validation
CFZ,10,24,72,0.206,Plasma,Plasma,Validation
CFZ,10,48,96,0.0905,Plasma,Plasma,Validation
CFZ,11,16,16,0.107,Plasma,Plasma,Validation
CFZ,11,20,20,0.0963,Plasma,Plasma,Validation
CFZ,11,24,24,0.0732,Plasma,Plasma,Validation
CFZ,11,16,40,0.146,Plasma,Plasma,Validation
CFZ,11,20,44,0.135,Plasma,Plasma,Validation
CFZ,11,24,48,0.102,Plasma,Plasma,Validation
CFZ,12,16,16,0.129,Plasma,Plasma,Validation
CFZ,12,20,20,0.12,Plasma,Plasma,Validation
CFZ,12,24,24,0.0905,Plasma,Plasma,Validation
CFZ,12,16,40,0.273,Plasma,Plasma,Validation
CFZ,12,20,44,0.3,Plasma,Plasma,Validation
CFZ,12,24,48,0.203,Plasma,Plasma,Validation
CFZ,13,16,40,0.0569,Plasma,Plasma,Validation
CFZ,13,20,44,0.0446,Plasma,Plasma,Validation
CFZ,13,24,48,0.0275,Plasma,Plasma,Validation
CFZ,13,0,48,0.0573,Plasma,Plasma,Validation
CFZ,13,16,64,0.105,Plasma,Plasma,Validation
CFZ,13,20,68,0.0991,Plasma,Plasma,Validation
CFZ,13,24,72,0.0716,Plasma,Plasma,Validation
CFZ,14,16,40,0.0963,Plasma,Plasma,Validation
CFZ,14,20,44,0.0814,Plasma,Plasma,Validation
CFZ,14,24,48,0.06,Plasma,Plasma,Validation
CFZ,14,0,48,0.341,Plasma,Plasma,Validation
CFZ,14,16,64,0.281,Plasma,Plasma,Validation
CFZ,14,20,68,0.396,Plasma,Plasma,Validation
CFZ,14,24,72,0.257,Plasma,Plasma,Validation
CFZ,15,0,48,0.233,Plasma,Plasma,Validation
CFZ,15,0.5,48.5,0.211,Plasma,Plasma,Validation
CFZ,15,1,49,0.204,Plasma,Plasma,Validation
CFZ,15,3,51,0.192,Plasma,Plasma,Validation
CFZ,15,5,53,0.257,Plasma,Plasma,Validation
CFZ,15,7,55,0.384,Plasma,Plasma,Validation
CFZ,15,72,120,0.0835,Plasma,Plasma,Validation
CFZ,16,0,48,0.183,Plasma,Plasma,Validation
CFZ,16,0.5,48.5,0.179,Plasma,Plasma,Validation
CFZ,16,1,49,0.175,Plasma,Plasma,Validation
CFZ,16,3,51,0.193,Plasma,Plasma,Validation
CFZ,16,5,53,0.26,Plasma,Plasma,Validation
CFZ,16,7,55,0.495,Plasma,Plasma,Validation
CFZ,16,72,120,0.0969,Plasma,Plasma,Validation
CFZ,17,0,48,0.246,Plasma,Plasma,Validation
CFZ,17,0.5,48.5,0.225,Plasma,Plasma,Validation
CFZ,17,1,49,0.236,Plasma,Plasma,Validation
CFZ,17,3,51,0.586,Plasma,Plasma,Validation
CFZ,17,5,53,0.831,Plasma,Plasma,Validation
CFZ,17,7,55,0.681,Plasma,Plasma,Validation
CFZ,17,72,120,0.143,Plasma,Plasma,Validation
CFZ,18,0,48,0.383,Plasma,Plasma,Validation
CFZ,18,0.5,48.5,0.333,Plasma,Plasma,Validation
CFZ,18,1,49,0.397,Plasma,Plasma,Validation
CFZ,18,3,51,0.347,Plasma,Plasma,Validation
CFZ,18,5,53,0.601,Plasma,Plasma,Validation
CFZ,18,7,55,0.688,Plasma,Plasma,Validation
CFZ,18,72,120,0.519,Plasma,Plasma,Validation
CFZ,19,0,48,0.576,Plasma,Plasma,Validation
CFZ,19,0.5,48.5,0.571,Plasma,Plasma,Validation
CFZ,19,1,49,0.542,Plasma,Plasma,Validation
CFZ,19,3,51,0.463,Plasma,Plasma,Validation
CFZ,19,5,53,0.789,Plasma,Plasma,Validation
CFZ,19,7,55,0.814,Plasma,Plasma,Validation
CFZ,19,72,120,0.978,Plasma,Plasma,Validation
CFZ,20,0,0,0,Plasma,Plasma,Validation
CFZ,20,4,4,0.28,Plasma,Plasma,Validation
CFZ,20,6,6,0.318,Plasma,Plasma,Validation
CFZ,20,8,8,0.342,Plasma,Plasma,Validation
CFZ,20,0,48,0.168,Plasma,Plasma,Validation
CFZ,20,24,72,0.172,Plasma,Plasma,Validation
CFZ,20,28,76,0.224,Plasma,Plasma,Validation
CFZ,20,30,78,0.242,Plasma,Plasma,Validation
CFZ,20,32,80,0.163,Plasma,Plasma,Validation
CFZ,20,48,96,0.139,Plasma,Plasma,Validation
INH,1,0.5,0.5,8.98,Plasma,Plasma,Validation
INH,1,0.5,0.5,0.0683,Plasma,Plasma,Validation
INH,1,1,1,6.91,Plasma,Plasma,Validation
INH,1,1,1,0.0534,Plasma,Plasma,Validation
INH,1,2,2,19.5,Plasma,Plasma,Validation
INH,1,2,2,0.0606,Plasma,Plasma,Validation
INH,1,3,3,14.9,Plasma,Plasma,Validation
INH,1,3,3,0.12,Plasma,Plasma,Validation
INH,1,5,5,6.03,Plasma,Plasma,Validation
INH,1,5,5,0.0849,Plasma,Plasma,Validation
INH,1,7,7,2.43,Plasma,Plasma,Validation
INH,1,7,7,0.0492,Plasma,Plasma,Validation
INH,1,24,24.23333333,0.566,Plasma,Plasma,Validation
INH,1,24,24.23333333,0.0339,Plasma,Plasma,Validation
INH,2,0.5,0.5,19.3,Plasma,Plasma,Validation
INH,2,0.5,0.5,0.0353,Plasma,Plasma,Validation
INH,2,1,1,29.2,Plasma,Plasma,Validation
INH,2,1,1,0.102,Plasma,Plasma,Validation
INH,2,2,2,19.2,Plasma,Plasma,Validation
INH,2,2,2,0.118,Plasma,Plasma,Validation
INH,2,3,3,15.5,Plasma,Plasma,Validation
INH,2,3,3,0.155,Plasma,Plasma,Validation
INH,2,5,5,12.3,Plasma,Plasma,Validation
INH,2,5,5,0.188,Plasma,Plasma,Validation
INH,2,7,7,4.42,Plasma,Plasma,Validation
INH,2,7,7,0.0501,Plasma,Plasma,Validation
INH,2,24,24.4,0.254,Plasma,Plasma,Validation
INH,2,24,24.4,0.0335,Plasma,Plasma,Validation
INH,3,0.5,0.5,17.4,Plasma,Plasma,Validation
INH,3,0.5,0.5,3.73,Plasma,Plasma,Validation
INH,3,1,1,23.8,Plasma,Plasma,Validation
INH,3,1,1,5.61,Plasma,Plasma,Validation
INH,3,2,2,18.1,Plasma,Plasma,Validation
INH,3,2,2,6.88,Plasma,Plasma,Validation
INH,3,3,3,9.5,Plasma,Plasma,Validation
INH,3,3,3,5.45,Plasma,Plasma,Validation
INH,3,5,5,2.72,Plasma,Plasma,Validation
INH,3,5,5,2.63,Plasma,Plasma,Validation
INH,3,7,7,0.738,Plasma,Plasma,Validation
INH,3,7,7,0.915,Plasma,Plasma,Validation
INH,3,24,24.6,0.126,Plasma,Plasma,Validation
INH,3,24,24.6,0.125,Plasma,Plasma,Validation
INH,4,0.5,0.5,26.8,Plasma,Plasma,Validation
INH,4,0.5,0.5,5.45,Plasma,Plasma,Validation
INH,4,1,1,28.9,Plasma,Plasma,Validation
INH,4,1,1,8.56,Plasma,Plasma,Validation
INH,4,2,2,13.8,Plasma,Plasma,Validation
INH,4,2,2,8.65,Plasma,Plasma,Validation
INH,4,3,3,5.95,Plasma,Plasma,Validation
INH,4,3,3,5.49,Plasma,Plasma,Validation
INH,4,5,5,1.92,Plasma,Plasma,Validation
INH,4,5,5,2.49,Plasma,Plasma,Validation
INH,4,7,7,0.663,Plasma,Plasma,Validation
INH,4,7,7,0.738,Plasma,Plasma,Validation
INH,4,24,24.25,0.0747,Plasma,Plasma,Validation
INH,4,24,24.25,0.102,Plasma,Plasma,Validation
INH,5,0,47.96666667,0.0326,Plasma,Plasma,Validation
INH,5,0,47.96666667,0,Plasma,Plasma,Validation
INH,5,0.5,48.5,4.34,Plasma,Plasma,Validation
INH,5,0.5,48.5,0.583,Plasma,Plasma,Validation
INH,5,1,49,3.85,Plasma,Plasma,Validation
INH,5,1,49,0.646,Plasma,Plasma,Validation
INH,5,2,50,2.92,Plasma,Plasma,Validation
INH,5,2,50,0.793,Plasma,Plasma,Validation
INH,5,3,51,1.94,Plasma,Plasma,Validation
INH,5,3,51,0.695,Plasma,Plasma,Validation
INH,5,5,53,0.859,Plasma,Plasma,Validation
INH,5,5,53,0.372,Plasma,Plasma,Validation
INH,5,7,55,0.323,Plasma,Plasma,Validation
INH,5,7,55,0.163,Plasma,Plasma,Validation
INH,5,24,72,0.0253,Plasma,Plasma,Validation
INH,5,24,72,0,Plasma,Plasma,Validation
INH,6,0,47.93333333,0.0113,Plasma,Plasma,Validation
INH,6,0,47.93333333,0,Plasma,Plasma,Validation
INH,6,0.5,48.5,2.57,Plasma,Plasma,Validation
INH,6,0.5,48.5,1.8,Plasma,Plasma,Validation
INH,6,1,49,1.97,Plasma,Plasma,Validation
INH,6,1,49,1.83,Plasma,Plasma,Validation
INH,6,2,50,0.886,Plasma,Plasma,Validation
INH,6,2,50,1.23,Plasma,Plasma,Validation
INH,6,3,51,0.466,Plasma,Plasma,Validation
INH,6,3,51,0.781,Plasma,Plasma,Validation
INH,6,5,53,0.216,Plasma,Plasma,Validation
INH,6,5,53,0.237,Plasma,Plasma,Validation
INH,6,7,55,0.0741,Plasma,Plasma,Validation
INH,6,7,55,0.113,Plasma,Plasma,Validation
INH,6,24,72,0.00752,Plasma,Plasma,Validation
INH,6,24,72,0,Plasma,Plasma,Validation
INH,7,0,47.98333333,0.0149,Plasma,Plasma,Validation
INH,7,0,47.98333333,0,Plasma,Plasma,Validation
INH,7,0.5,48.5,3.6,Plasma,Plasma,Validation
INH,7,0.5,48.5,1.19,Plasma,Plasma,Validation
INH,7,1,49,3.31,Plasma,Plasma,Validation
INH,7,1,49,1.42,Plasma,Plasma,Validation
INH,7,2,50,2.49,Plasma,Plasma,Validation
INH,7,2,50,1.64,Plasma,Plasma,Validation
INH,7,3,51,1.14,Plasma,Plasma,Validation
INH,7,3,51,1.06,Plasma,Plasma,Validation
INH,7,5,53,0.283,Plasma,Plasma,Validation
INH,7,5,53,0.329,Plasma,Plasma,Validation
INH,7,7,55,0.137,Plasma,Plasma,Validation
INH,7,7,55,0.157,Plasma,Plasma,Validation
INH,7,24,72,0.00717,Plasma,Plasma,Validation
INH,7,24,72,0,Plasma,Plasma,Validation
INH,8,0,47.96666667,0.0133,Plasma,Plasma,Validation
INH,8,0,47.96666667,0,Plasma,Plasma,Validation
INH,8,0.5,48.5,2.24,Plasma,Plasma,Validation
INH,8,0.5,48.5,0.59,Plasma,Plasma,Validation
INH,8,1,49,2.58,Plasma,Plasma,Validation
INH,8,1,49,0.619,Plasma,Plasma,Validation
INH,8,2,50,2.45,Plasma,Plasma,Validation
INH,8,2,50,1.02,Plasma,Plasma,Validation
INH,8,3,51,1.81,Plasma,Plasma,Validation
INH,8,3,51,0.832,Plasma,Plasma,Validation
INH,8,5,53,0.664,Plasma,Plasma,Validation
INH,8,5,53,0.404,Plasma,Plasma,Validation
INH,8,7,55,0.339,Plasma,Plasma,Validation
INH,8,7,55,0.204,Plasma,Plasma,Validation
INH,8,24,72,0.0244,Plasma,Plasma,Validation
INH,8,24,72,0,Plasma,Plasma,Validation
INH,9,0,48,0.336,Plasma,Plasma,Validation
INH,9,0,48,0.473,Plasma,Plasma,Validation
INH,9,0.5,48.5,0.389,Plasma,Plasma,Validation
INH,9,0.5,48.5,0.459,Plasma,Plasma,Validation
INH,9,1,49,1.32,Plasma,Plasma,Validation
INH,9,1,49,0.83,Plasma,Plasma,Validation
INH,10,0,48,0.293,Plasma,Plasma,Validation
INH,10,0,48,0.365,Plasma,Plasma,Validation
INH,10,0.5,48.5,3.74,Plasma,Plasma,Validation
INH,10,0.5,48.5,1.57,Plasma,Plasma,Validation
INH,10,1,49,5.19,Plasma,Plasma,Validation
INH,10,1,49,2.71,Plasma,Plasma,Validation
INH,11,0,48,0.0162,Plasma,Plasma,Validation
INH,11,0,48,0.0262,Plasma,Plasma,Validation
INH,11,0.5,48.5,8.09,Plasma,Plasma,Validation
INH,11,0.5,48.5,2.54,Plasma,Plasma,Validation
INH,11,1,49,9.34,Plasma,Plasma,Validation
INH,11,1,49,3.45,Plasma,Plasma,Validation
INH,11,2,50,14.1,Plasma,Plasma,Validation
INH,11,2,50,5.62,Plasma,Plasma,Validation
INH,12,0,48,0.162,Plasma,Plasma,Validation
INH,12,0,48,0.131,Plasma,Plasma,Validation
INH,12,0.5,48.5,10.8,Plasma,Plasma,Validation
INH,12,0.5,48.5,2.95,Plasma,Plasma,Validation
INH,12,1,49,13,Plasma,Plasma,Validation
INH,12,1,49,4.2,Plasma,Plasma,Validation
INH,12,2,50,10.5,Plasma,Plasma,Validation
INH,12,2,50,4.55,Plasma,Plasma,Validation
INH,13,0,48,0.232,Plasma,Plasma,Validation
INH,13,0,48,0.137,Plasma,Plasma,Validation
INH,13,0.5,48.5,14.8,Plasma,Plasma,Validation
INH,13,0.5,48.5,3.4,Plasma,Plasma,Validation
INH,13,1,49,15.9,Plasma,Plasma,Validation
INH,13,1,49,4.57,Plasma,Plasma,Validation
INH,13,2,50,12.9,Plasma,Plasma,Validation
INH,13,2,50,4.71,Plasma,Plasma,Validation
INH,14,0,48,0.0783,Plasma,Plasma,Validation
INH,14,0,48,0.113,Plasma,Plasma,Validation
INH,14,0.5,48.5,0.524,Plasma,Plasma,Validation
INH,14,0.5,48.5,0.328,Plasma,Plasma,Validation
INH,14,1,49,2.43,Plasma,Plasma,Validation
INH,14,1,49,1.24,Plasma,Plasma,Validation
INH,15,0,48,0.0963,Plasma,Plasma,Validation
INH,15,0,48,0.0715,Plasma,Plasma,Validation
INH,15,0.5,48.5,7.48,Plasma,Plasma,Validation
INH,15,0.5,48.5,1.74,Plasma,Plasma,Validation
INH,15,1,49,8.44,Plasma,Plasma,Validation
INH,15,1,49,2.58,Plasma,Plasma,Validation
INH,15,2,50,10.2,Plasma,Plasma,Validation
INH,15,2,50,3.76,Plasma,Plasma,Validation
INH,15,3,51,7.59,Plasma,Plasma,Validation
INH,15,3,51,3.45,Plasma,Plasma,Validation
INH,15,5,53,3.59,Plasma,Plasma,Validation
INH,15,5,53,2.08,Plasma,Plasma,Validation
INH,15,7,55,1.28,Plasma,Plasma,Validation
INH,15,7,55,0.795,Plasma,Plasma,Validation
INH,15,24,72,0.109,Plasma,Plasma,Validation
INH,15,24,72,0.0738,Plasma,Plasma,Validation
INH,16,0,48,0.37,Plasma,Plasma,Validation
INH,16,0,48,0.147,Plasma,Plasma,Validation
INH,16,0.5,48.5,3.06,Plasma,Plasma,Validation
INH,16,0.5,48.5,0.498,Plasma,Plasma,Validation
INH,16,1,49,10.7,Plasma,Plasma,Validation
INH,16,1,49,1.73,Plasma,Plasma,Validation
INH,16,2,50,11.7,Plasma,Plasma,Validation
INH,16,2,50,2.66,Plasma,Plasma,Validation
INH,16,3,51,8.04,Plasma,Plasma,Validation
INH,16,3,51,2.37,Plasma,Plasma,Validation
INH,16,5,53,3.97,Plasma,Plasma,Validation
INH,16,5,53,1.44,Plasma,Plasma,Validation
INH,16,7,55,2.03,Plasma,Plasma,Validation
INH,16,7,55,0.713,Plasma,Plasma,Validation
INH,16,24,72,0.308,Plasma,Plasma,Validation
INH,16,24,72,0.131,Plasma,Plasma,Validation
INH,17,0,24,0.158,Plasma,Plasma,Validation
INH,17,0,24,0.13,Plasma,Plasma,Validation
INH,17,0.5,24.5,1.95,Plasma,Plasma,Validation
INH,17,0.5,24.5,0.54,Plasma,Plasma,Validation
INH,17,1,25,6.79,Plasma,Plasma,Validation
INH,17,1,25,1.96,Plasma,Plasma,Validation
INH,17,2,26,8.7,Plasma,Plasma,Validation
INH,17,2,26,3.22,Plasma,Plasma,Validation
INH,17,3,27,9.36,Plasma,Plasma,Validation
INH,17,3,27,3.98,Plasma,Plasma,Validation
INH,17,5,29,4.91,Plasma,Plasma,Validation
INH,17,5,29,3.05,Plasma,Plasma,Validation
INH,17,7,31,1.06,Plasma,Plasma,Validation
INH,17,7,31,1.23,Plasma,Plasma,Validation
INH,17,24,48,0.276,Plasma,Plasma,Validation
INH,17,24,48,0.231,Plasma,Plasma,Validation
INH,18,0,24,0.113,Plasma,Plasma,Validation
INH,18,0,24,0.139,Plasma,Plasma,Validation
INH,18,0.5,24.5,7.28,Plasma,Plasma,Validation
INH,18,0.5,24.5,2.91,Plasma,Plasma,Validation
INH,18,1,25,9.01,Plasma,Plasma,Validation
INH,18,1,25,3.96,Plasma,Plasma,Validation
INH,18,2,26,7.52,Plasma,Plasma,Validation
INH,18,2,26,4.71,Plasma,Plasma,Validation
INH,18,3,27,6.02,Plasma,Plasma,Validation
INH,18,3,27,4.5,Plasma,Plasma,Validation
INH,18,5,29,2.12,Plasma,Plasma,Validation
INH,18,5,29,2.29,Plasma,Plasma,Validation
INH,18,7,31,3.33,Plasma,Plasma,Validation
INH,18,7,31,2.44,Plasma,Plasma,Validation
INH,18,24,48,0.146,Plasma,Plasma,Validation
INH,18,24,48,0.182,Plasma,Plasma,Validation
INH,19,0,48,0.0258,Plasma,Plasma,Validation
INH,19,0,48,0.0324,Plasma,Plasma,Validation
INH,19,0.5,48.5,10.9,Plasma,Plasma,Validation
INH,19,0.5,48.5,5.37,Plasma,Plasma,Validation
INH,19,1,49,8.6,Plasma,Plasma,Validation
INH,19,1,49,5.45,Plasma,Plasma,Validation
INH,19,2,50,4.43,Plasma,Plasma,Validation
INH,19,2,50,4.16,Plasma,Plasma,Validation
INH,19,16,64,0.261,Plasma,Plasma,Validation
INH,19,16,64,0.331,Plasma,Plasma,Validation
INH,20,0,48,0.053,Plasma,Plasma,Validation
INH,20,0,48,0.0722,Plasma,Plasma,Validation
INH,20,0.5,48.5,9.15,Plasma,Plasma,Validation
INH,20,0.5,48.5,3.96,Plasma,Plasma,Validation
INH,20,1,49,7.33,Plasma,Plasma,Validation
INH,20,1,49,4.74,Plasma,Plasma,Validation
INH,20,2,50,5.41,Plasma,Plasma,Validation
INH,20,2,50,4.65,Plasma,Plasma,Validation
INH,20,16,64,0.252,Plasma,Plasma,Validation
INH,20,16,64,0.328,Plasma,Plasma,Validation
KAN,1,0,48,0,Plasma,Plasma,Validation
KAN,1,0.5,48.5,101,Plasma,Plasma,Validation
KAN,1,1,49,88.1,Plasma,Plasma,Validation
KAN,1,2,50,50.6,Plasma,Plasma,Validation
KAN,2,0,48,0,Plasma,Plasma,Validation
KAN,2,0.5,48.5,133,Plasma,Plasma,Validation
KAN,2,1,49,93.9,Plasma,Plasma,Validation
KAN,2,2,50,43.3,Plasma,Plasma,Validation
KAN,3,0,48,0.039,Plasma,Plasma,Validation
KAN,3,0.5,48.5,84.1,Plasma,Plasma,Validation
KAN,3,1,49,78.8,Plasma,Plasma,Validation
KAN,3,2,50,40.3,Plasma,Plasma,Validation
KAN,3,4,52,5.68,Plasma,Plasma,Validation
KAN,3,6,54,1.16,Plasma,Plasma,Validation
KAN,4,0,48,0.056,Plasma,Plasma,Validation
KAN,4,0.5,48.5,110,Plasma,Plasma,Validation
KAN,4,1,49,102,Plasma,Plasma,Validation
KAN,4,2,50,45.1,Plasma,Plasma,Validation
KAN,4,4,52,6.55,Plasma,Plasma,Validation
KAN,4,6,54,1.34,Plasma,Plasma,Validation
KAN,5,0,48,0.033,Plasma,Plasma,Validation
KAN,5,0.5,48.5,75.1,Plasma,Plasma,Validation
KAN,5,1,49,69.5,Plasma,Plasma,Validation
KAN,5,2,50,31.1,Plasma,Plasma,Validation
KAN,5,4,52,4.77,Plasma,Plasma,Validation
KAN,5,6,54,0.915,Plasma,Plasma,Validation
LZD,160,0,72,0.0984,Plasma,Plasma,Validation
LZD,160,0.5,72.5,1.05,Plasma,Plasma,Validation
LZD,160,1,73,16.4,Plasma,Plasma,Validation
LZD,161,0,72,3.19,Plasma,Plasma,Validation
LZD,161,0.5,72.5,37.7,Plasma,Plasma,Validation
LZD,161,1,73,40,Plasma,Plasma,Validation
LZD,162,0,72,0.00997,Plasma,Plasma,Validation
LZD,162,0.5,72.5,18.7,Plasma,Plasma,Validation
LZD,162,1,73,20.9,Plasma,Plasma,Validation
LZD,265,0,72,0.312,Plasma,Plasma,Validation
LZD,265,0.5,72.5,0.33,Plasma,Plasma,Validation
LZD,265,1,73,0.371,Plasma,Plasma,Validation
LZD,265,2,74,4.16,Plasma,Plasma,Validation
LZD,265,3,75,3.31,Plasma,Plasma,Validation
LZD,265,4,76,3.24,Plasma,Plasma,Validation
LZD,266,0,72,0.0123,Plasma,Plasma,Validation
LZD,266,0.5,72.5,23.5,Plasma,Plasma,Validation
LZD,266,1,73,31.3,Plasma,Plasma,Validation
LZD,266,2,74,42.8,Plasma,Plasma,Validation
LZD,266,3,75,48.1,Plasma,Plasma,Validation
LZD,266,4,76,45.5,Plasma,Plasma,Validation
LZD,267,0,72,0.0303,Plasma,Plasma,Validation
LZD,267,0.5,72.5,0.49,Plasma,Plasma,Validation
LZD,267,1,73,0.672,Plasma,Plasma,Validation
LZD,267,2,74,28.2,Plasma,Plasma,Validation
LZD,267,3,75,32.2,Plasma,Plasma,Validation
LZD,267,4,76,35.7,Plasma,Plasma,Validation
LZD,269,0,72,0.0252,Plasma,Plasma,Validation
LZD,269,0.5,72.5,10.2,Plasma,Plasma,Validation
LZD,269,1,73,33.8,Plasma,Plasma,Validation
LZD,269,2,74,41.8,Plasma,Plasma,Validation
LZD,269,3,75,35.3,Plasma,Plasma,Validation
LZD,269,4,76,32.1,Plasma,Plasma,Validation
LZD,269,6,78,24.3,Plasma,Plasma,Validation
LZD,269,8,80,11.3,Plasma,Plasma,Validation
LZD,270,0,72,0.0207,Plasma,Plasma,Validation
LZD,270,0.5,72.5,0.33,Plasma,Plasma,Validation
LZD,270,1,73,31.7,Plasma,Plasma,Validation
LZD,270,2,74,65.6,Plasma,Plasma,Validation
LZD,270,3,75,61.8,Plasma,Plasma,Validation
LZD,270,4,76,38.7,Plasma,Plasma,Validation
LZD,270,6,78,16,Plasma,Plasma,Validation
LZD,270,8,80,3.84,Plasma,Plasma,Validation
LZD,271,0,72,0.0748,Plasma,Plasma,Validation
LZD,271,0.5,72.5,12.4,Plasma,Plasma,Validation
LZD,271,1,73,14.7,Plasma,Plasma,Validation
LZD,271,2,74,20,Plasma,Plasma,Validation
LZD,271,3,75,27,Plasma,Plasma,Validation
LZD,271,4,76,37.7,Plasma,Plasma,Validation
LZD,271,6,78,39.5,Plasma,Plasma,Validation
LZD,271,8,80,27.1,Plasma,Plasma,Validation
LZD,137,0,45.71666667,0.0013,Plasma,Plasma,Validation
LZD,137,0.5,46.25,21.1,Plasma,Plasma,Validation
LZD,137,1,46.75,32.5,Plasma,Plasma,Validation
LZD,137,2,47.75,22,Plasma,Plasma,Validation
LZD,137,3,48.75,14.3,Plasma,Plasma,Validation
LZD,137,5,50.75,6.01,Plasma,Plasma,Validation
LZD,137,7,52.75,1.04,Plasma,Plasma,Validation
LZD,137,24,69.75,0.00137,Plasma,Plasma,Validation
LZD,138,0,45.76666667,0.00975,Plasma,Plasma,Validation
LZD,138,0.5,46.28333333,14.9,Plasma,Plasma,Validation
LZD,138,1,46.78333333,22.6,Plasma,Plasma,Validation
LZD,138,2,47.86666667,21.1,Plasma,Plasma,Validation
LZD,138,3,48.76666667,14.8,Plasma,Plasma,Validation
LZD,138,5,50.78333333,5.14,Plasma,Plasma,Validation
LZD,138,7,52.78333333,0.818,Plasma,Plasma,Validation
LZD,138,24,69.78333333,0.00516,Plasma,Plasma,Validation
LZD,139,0,45.8,0.0111,Plasma,Plasma,Validation
LZD,139,0.5,46.31666667,13.9,Plasma,Plasma,Validation
LZD,139,1,46.81666667,18.2,Plasma,Plasma,Validation
LZD,139,2,47.88333333,24.7,Plasma,Plasma,Validation
LZD,139,3,48.81666667,18.1,Plasma,Plasma,Validation
LZD,139,5,50.86666667,7.7,Plasma,Plasma,Validation
LZD,139,7,53.23333333,2.19,Plasma,Plasma,Validation
LZD,139,24,69.81666667,0.0013,Plasma,Plasma,Validation
LZD,140,0,45.83333333,0.019,Plasma,Plasma,Validation
LZD,140,0.5,46.36666667,27.5,Plasma,Plasma,Validation
LZD,140,1,46.86666667,43.3,Plasma,Plasma,Validation
LZD,140,2,47.86666667,42.1,Plasma,Plasma,Validation
LZD,140,3,48.86666667,34.6,Plasma,Plasma,Validation
LZD,140,5,50.86666667,19.2,Plasma,Plasma,Validation
LZD,140,7,52.93333333,7.06,Plasma,Plasma,Validation
LZD,140,24,69.86666667,0.0103,Plasma,Plasma,Validation
LZD,141,0,45.88333333,0.0149,Plasma,Plasma,Validation
LZD,141,0.5,46.43333333,0.351,Plasma,Plasma,Validation
LZD,141,1,46.93333333,7.64,Plasma,Plasma,Validation
LZD,141,2,47.93333333,23.7,Plasma,Plasma,Validation
LZD,141,3,48.93333333,33.2,Plasma,Plasma,Validation
LZD,141,5,50.93333333,25,Plasma,Plasma,Validation
LZD,141,7,52.95,18.6,Plasma,Plasma,Validation
